고객ID ,데이터셋 구분,보험사기자여부,성별,연령,주택가격,거주TYPE,FP경력,고객등록년월,시도구분,직업그룹코드1,직업그룹코드2,납입총보험료,신용등급(최소),신용등급(최대),결혼여부,배우자직업그룹코드1,배우자직업그룹코드2,자녀수,막내자녀연령,최대보험료연월,최대보험료,고객추정소득,추정가구소득1,추정가구소득2
6260,1,N,2,30,34583,20,N,200406,경기,8.기타,학생,,,,N,,,0,0,,,0,8125,7803
19346,1,N,1,22,5555,20,N,200306,전남,8.기타,학생,,,,N,,,0,0,,,0,2436,2436
3612,1,N,1,27,15972,20,N,200306,광주,3.사무직,공무원,,6,6,N,,,0,0,,,2911,0,2911
21549,1,N,1,25,658,12,N,200306,전남,8.기타,학생,,6,6,N,,,0,0,,,0,0,0
15159,1,N,1,13,7638,20,N,200410,인천,8.기타,학생,,,,N,,,0,0,,,,4068,4039
21143,1,N,2,45,15555,20,N,200306,전남,1.주부,주부,7723847,,,Y,6.제조업,운전직,1,17,,,0,6555,4131
17261,1,N,2,27,5138,20,N,101,전남,8.기타,학생,,6,6,N,,,0,0,,,0,0,0
12154,1,N,1,45,8194,20,N,200306,전북,3.사무직,사무직,481173,8,8,N,,,0,0,,,4293,0,4293
22103,1,N,2,47,0,,N,200701,,,,,,,N,,,0,0,,,3859,0,3859
1325,1,N,1,33,0,12,Y,200306,전남,8.기타,학생,,10,10,N,,,0,0,,,0,0,3190
15439,1,N,2,23,21666,20,N,200902,울산,3.사무직,공무원,,5,99,N,,,0,0,,,2323,8869,2323
13110,1,Y,1,37,9637,99,N,200704,경남,4.전문직,전문직,,9,9,N,,,0,0,,,3762,0,3762
11157,1,N,1,27,80000,20,N,201401,경기,8.기타,학생,,6,6,N,,,0,0,,,0,12684,12684
11470,2,,1,67,5555,20,N,200306,강원,8.기타,단순 노무직,,,,Y,6.제조업,2차산업 종사자,1,34,,,,2570,
8188,1,N,2,19,5416,20,N,200306,경남,8.기타,학생,,,,N,,,0,0,,,,2584,2559
10798,1,N,2,61,13470,40,N,200607,서울,1.주부,주부,,,,N,,,0,0,,,,0,0
10793,1,N,1,16,11380,40,N,200606,경남,8.기타,학생,,,,N,,,0,0,,,,4144,4026
19634,1,Y,1,44,19166,20,N,200404,경기,3.사무직,사무직,,6,6,Y,1.주부,주부,2,16,,,5467,5279,5467
16329,1,N,1,53,8064,12,N,200306,경기,6.제조업,2차산업 종사자,,,,Y,1.주부,주부,2,13,,,3555,5457,3555
12608,1,N,2,20,6875,99,N,200306,전북,8.기타,학생,,6,6,N,,,0,0,,,0,0,0
16223,1,N,1,56,8467,11,N,,,,,,,,,,,,,,,,5319,
6036,1,N,1,55,8337,99,N,200010,경기,2.자영업,자영업,,6,6,Y,1.주부,주부,2,25,,,4664,0,4664
285,2,,1,69,8501,30,N,200306,부산,8.기타,기타,,6,6,Y,8.기타,기타,0,0,,,,2930,3091
15579,1,N,1,30,37361,20,N,201306,,3.사무직,사무직,,,,N,,,0,0,,,3232,0,3232
5045,1,N,1,58,0,12,N,200306,전남,8.기타,1차산업 종사자,,,,Y,1.주부,주부,1,32,,,4188,0,4188
3736,1,N,1,18,11666,20,N,200306,전남,8.기타,학생,,,,N,,,0,0,,,,4586,4632
8894,1,N,1,55,0,11,N,201203,충북,6.제조업,운전직,,6,6,Y,1.주부,주부,3,21,,,4170,0,4170
13250,1,N,2,23,6666,30,N,200912,부산,8.기타,학생,,,,N,,,0,0,,,0,5620,3255
5976,1,N,2,19,33472,30,N,200306,제주,8.기타,학생,,6,6,N,,,0,0,,,,10168,9908
380,2,,1,63,4196,13,N,200306,충남,5.서비스,3차산업 종사자,,,,Y,2.자영업,자영업,2,25,,,,3460,4552
16974,1,N,2,28,8710,12,N,200306,서울,8.기타,학생,4178290,6,6,N,,,0,0,,,0,3435,3381
19914,1,N,1,12,16111,20,N,200803,경기,8.기타,학생,,6,6,N,,,0,0,,,,5316,5233
8900,1,N,1,27,6865,12,N,201204,서울,8.기타,학생,,6,6,N,,,0,0,,,0,3151,3112
21331,1,N,2,38,0,,N,200306,경남,7.1차산업,1차산업 종사자,,,,N,,,0,0,,,3573,0,3573
4372,1,N,2,28,39170,11,N,200908,경기,8.기타,학생,,0,0,N,,,0,0,,,0,7900,6147
3638,1,N,1,25,0,,N,200306,경기,8.기타,학생,,6,6,N,,,0,0,,,0,0,0
10990,1,N,1,29,17751,11,N,200912,대구,3.사무직,사무직,,6,6,N,,,0,0,,,3144,6619,3144
10175,1,N,2,33,22222,20,N,200306,대구,3.사무직,사무직,,,,N,,,0,0,,,3376,6148,3376
4319,1,N,1,17,4166,20,N,200805,전남,8.기타,학생,,6,6,N,,,0,0,,,,3532,3512
12546,1,N,1,24,10416,20,N,200306,충북,8.기타,학생,,6,6,N,,,0,0,,,0,5940,5704
6051,1,N,1,51,11379,40,N,200306,대구,3.사무직,사무직,,,,Y,1.주부,주부,0,0,,,5817,6516,5817
3729,2,,1,18,15555,20,N,200306,대구,8.기타,학생,,,,N,,,0,0,,,,4340,4379
20934,1,N,1,51,9105,20,N,200306,인천,6.제조업,운전직,10666000,,,Y,1.주부,주부,2,17,,,4121,3581,4121
1512,1,N,1,17,4780,40,N,200305,전북,8.기타,학생,,,,N,,,0,0,,,,0,0
19300,2,,1,25,5972,30,N,200306,대전,8.기타,학생,,,,N,,,0,0,,,0,5017,4994
243,1,N,1,74,4189,11,N,200306,충남,2.자영업,자영업,,,,Y,1.주부,주부,0,0,,,,1653,2614
13616,2,,1,71,14494,99,N,200306,경기,7.1차산업,1차산업 종사자,235840,,,Y,1.주부,주부,0,0,,,,0,3354
2725,1,N,1,60,33750,20,N,200306,서울,2.자영업,자영업,,,,Y,2.자영업,자영업,2,31,,,6015,7747,11123
12607,1,N,1,20,10972,20,N,200306,부산,8.기타,학생,,6,6,N,,,0,0,,,0,3131,3077
8911,1,N,2,16,27361,20,N,201301,경기,8.기타,학생,,6,6,N,,,0,0,,,,6695,6657
19586,1,N,2,15,13835,99,N,200310,서울,8.기타,학생,,,,N,,,0,0,,,,0,0
8510,1,N,2,65,0,,N,200501,대구,8.기타,기타,,6,99,N,,,0,0,,,,0,0
14248,1,N,1,48,9708,99,N,200306,울산,3.사무직,사무직,3160392,,,Y,1.주부,주부,0,0,,,4930,0,4930
12855,1,N,1,31,32638,20,N,200404,경기,8.기타,학생,22691226,6,6,N,,,0,0,,,0,7838,7476
8485,1,N,1,22,0,,N,200410,서울,8.기타,학생,,,,N,,,0,0,,,0,0,0
12505,1,N,1,27,10831,99,N,200306,부산,8.기타,학생,,6,6,N,,,0,0,,,0,0,0
13871,1,Y,1,59,8187,99,N,200306,경남,5.서비스,2차산업 종사자,,7,9,Y,1.주부,주부,1,34,,,4422,0,4422
3620,1,N,2,26,7480,12,N,200306,전북,8.기타,학생,,6,6,N,,,0,0,,,0,5231,5206
17077,1,N,1,20,8629,99,N,200306,경남,8.기타,학생,,,,N,,,0,0,,,0,0,0
10645,1,N,2,15,16805,20,N,200410,부산,8.기타,학생,,,,N,,,0,0,,,,4812,4766
7973,2,,1,34,7946,11,N,200306,경북,8.기타,학생,,,,N,,,0,0,,,0,3878,3861
15582,1,N,2,22,46527,20,N,201307,경기,8.기타,학생,,6,6,N,,,0,0,,,0,11367,11354
13575,1,Y,2,78,5108,40,N,,,,,,6,6,,,,,,,,,1447,
1442,1,N,1,22,4939,99,N,200306,전북,8.기타,학생,,5,99,N,,,0,0,,,0,0,0
6990,1,N,2,76,4846,13,N,200306,경기,1.주부,주부,,,,N,,,0,0,,,,1528,1516
10256,2,,1,26,6940,13,N,200306,경기,8.기타,학생,,,,N,,,0,0,,,0,2404,2351
12477,1,N,1,29,8024,13,N,200306,경남,3.사무직,사무직,10893408,6,6,N,,,0,0,,,3119,5095,3119
4393,1,N,1,16,4792,13,N,201001,대구,8.기타,학생,,6,6,N,,,0,0,,,,3665,3634
4479,1,N,2,6,7203,40,N,201203,대전,8.기타,학생,,6,6,N,,,0,0,,,,4883,4756
13107,1,N,1,61,0,,N,200703,서울,3.사무직,사무직,,,,N,,,0,0,,,,0,0
8769,1,N,1,27,10028,11,N,200901,부산,3.사무직,사무직,,,,N,,,0,0,,,2879,5745,2879
5886,1,N,1,25,36944,20,N,200306,부산,8.기타,학생,,,,N,,,0,0,,,0,10965,10878
21990,1,N,2,78,7224,12,N,200507,경기,8.기타,기타,,6,6,N,,,0,0,,,,1526,1539
1802,1,N,2,13,15138,20,N,200502,경기,8.기타,학생,,6,6,N,,,0,0,,,,5053,5136
8364,1,N,1,29,9305,20,N,200308,서울,8.기타,학생,,6,6,N,,,0,0,,,0,3692,3663
6183,1,N,2,32,64861,20,N,200311,서울,8.기타,학생,,,,N,,,0,0,,,0,10877,10660
4189,2,,1,21,53333,20,N,200606,경기,8.기타,학생,,6,6,N,,,0,0,,,0,11342,11342
8292,1,N,1,40,4678,12,N,200208,충남,5.서비스,3차산업 종사자,,1,99,Y,1.주부,주부,0,0,,,2500,3288,2500
17359,1,N,2,13,16666,20,N,200403,경기,8.기타,학생,,6,6,N,,,0,0,,,,6447,6390
1818,1,N,1,31,41111,20,N,200504,경기,8.기타,학생,,,,N,,,0,0,,,0,0,0
2007,2,,1,27,4305,20,N,200811,전북,8.기타,학생,,6,6,N,,,0,0,,,0,4484,4484
19906,1,N,1,62,0,11,N,200802,전남,7.1차산업,1차산업 종사자,,5,6,Y,7.1차산업,1차산업 종사자,0,0,,,,0,
6405,1,N,1,19,0,,N,200603,경기,8.기타,학생,,,,N,,,0,0,,,,0,0
6933,1,N,1,17,7638,20,N,200306,충북,8.기타,학생,,6,6,N,,,0,0,,,,3253,3211
1728,2,,1,16,3386,12,N,200403,대구,8.기타,학생,,,,N,,,0,0,,,,3525,3498
4712,2,,2,17,0,,N,200306,경남,8.기타,학생,,,,N,,,0,0,,,,0,0
5235,1,N,1,53,7409,12,N,200306,서울,2.자영업,자영업,,,,Y,2.자영업,자영업,0,0,,,5661,6165,10561
16096,1,N,1,59,9965,12,N,200306,서울,6.제조업,2차산업 종사자,,6,6,Y,1.주부,주부,1,20,,,4516,5720,4516
21996,1,N,2,75,4120,13,N,,,,,,,,,,,,,,,,1546,
5973,2,,2,19,6911,40,N,200306,경북,8.기타,학생,,6,6,N,,,0,0,,,,3206,3091
15422,1,N,1,12,15000,20,N,200811,경북,8.기타,학생,,6,6,N,,,0,0,,,,4694,4605
15414,1,N,2,23,15833,20,N,200808,충남,8.기타,학생,,6,6,N,,,0,0,,,0,8291,4666
11053,1,N,2,48,17138,11,N,201103,울산,1.주부,주부,,8,8,Y,,,3,18,,,0,0,0
19301,1,N,1,25,9512,30,N,200306,제주,8.기타,학생,,6,6,N,,,0,0,,,0,6493,6362
6731,1,N,1,32,30972,20,N,201309,서울,3.사무직,사무직,,1,99,N,,,0,0,,,3788,6709,3788
1257,1,N,1,36,32777,20,N,200306,인천,8.기타,학생,128100,6,6,N,,,0,0,,,0,7942,7551
21546,1,N,1,25,26388,20,N,200306,인천,8.기타,학생,,,,N,,,0,0,,,0,9379,9148
15801,1,N,2,16,17638,20,N,200306,경기,8.기타,학생,,,,N,,,0,0,,,,6242,6167
2731,1,N,1,59,11408,40,N,200306,경남,2.자영업,자영업,32193158,,,Y,2.자영업,자영업,1,32,,,5228,5755,8532
14345,1,Y,1,45,29444,20,N,200306,경기,2.자영업,자영업,,10,8,Y,4.전문직,의료직 종사자,2,13,,,5204,7550,8505
15375,2,,2,37,6250,20,N,200709,광주,3.사무직,사무직,,,,N,,,0,0,,,3085,2395,3085
17936,1,N,1,8,0,,N,201410,,3.사무직,사무직,,,,N,,,0,0,,,,0,0
21788,1,N,2,24,10555,30,N,200111,대구,8.기타,학생,,6,6,N,,,0,0,,,0,6308,6193
15821,1,N,1,14,7361,20,N,200306,충북,8.기타,학생,,,,N,,,0,0,,,,3453,3513
1367,1,N,2,29,5138,30,N,200306,경기,4.전문직,교육관련직,,0,6,N,,,0,0,,,2538,2701,2538
14835,1,N,2,21,7621,40,N,200306,경기,8.기타,학생,,,,N,,,0,0,,,0,3613,3599
6526,1,N,1,35,35277,20,N,200803,경기,8.기타,학생,,,,N,,,0,0,,,0,8086,7648
12574,1,N,1,22,23055,20,N,200306,경기,8.기타,학생,,6,6,N,,,0,0,,,0,5561,5490
13819,1,N,1,60,0,,N,200306,,,,,,,Y,,,0,0,,,4488,0,8343
1319,1,Y,1,33,3043,13,N,200306,경기,3.사무직,사무직,,,,N,,,0,0,,,3292,3373,3292
202,2,,1,15,4166,20,N,200306,경남,8.기타,학생,,,,N,,,0,0,,,,2512,2538
19547,1,N,1,27,9800,99,N,200012,부산,8.기타,학생,,6,6,N,,,0,0,,,0,0,0
12810,1,N,1,45,17713,20,N,200311,경기,6.제조업,운전직,18099322,5,5,Y,4.전문직,교육관련직,2,11,,,4738,5723,8276
13370,1,N,1,30,0,,N,201408,,3.사무직,사무직,,,,N,,,0,0,,,3232,0,3232
12797,1,Y,1,27,11297,12,N,200309,서울,8.기타,학생,,,,N,,,0,0,,,0,0,0
10214,1,N,2,30,0,,N,200306,전남,3.사무직,사무직,,6,6,N,,,0,0,,,3309,0,3309
17437,1,N,1,50,19861,20,N,200501,경남,3.사무직,사무직,,,,Y,1.주부,주부,1,21,,,5053,7302,5053
21550,1,N,1,25,10073,12,N,200306,서울,8.기타,학생,,,,N,,,0,0,,,0,7322,7259
5686,1,N,1,38,46527,20,N,200306,서울,8.기타,학생,,,,N,,,0,0,,,0,10152,10012
16979,1,N,1,27,18888,20,N,200306,서울,8.기타,학생,,5,5,N,,,0,0,,,0,5968,5968
9118,1,N,1,17,25555,20,N,200306,충북,8.기타,학생,,6,6,N,,,0,0,,,,7064,6769
8757,1,N,2,13,13055,20,N,200810,경기,8.기타,학생,,,,N,,,0,0,,,,4505,4436
19355,1,N,2,21,15694,20,N,200306,경기,8.기타,학생,,6,6,N,,,0,0,,,0,4542,4612
10409,1,N,2,49,42500,20,N,199910,경기,8.기타,3차산업 종사자,,6,6,Y,6.제조업,3차산업 종사자,2,20,,,3091,9713,8833
12776,1,N,2,14,8055,20,N,200306,충북,8.기타,학생,,6,6,N,,,0,0,,,,3339,0
14833,1,N,1,21,13055,20,N,200306,광주,8.기타,학생,,5,99,N,,,0,0,,,0,4901,4714
10268,1,N,1,24,8750,20,N,200306,광주,8.기타,학생,,6,6,N,,,0,0,,,0,2218,2189
17641,1,N,2,30,1976,13,N,200703,전남,2.자영업,자영업,,,,N,,,0,0,,,2835,2109,2835
17025,1,N,1,24,6852,40,N,200306,전남,8.기타,학생,,6,6,N,,,0,0,,,0,5833,5724
3050,1,N,1,50,5852,11,N,200306,경남,4.전문직,공무원,20597006,,,Y,4.전문직,공무원,2,18,,,4434,5268,9273
2048,1,N,1,26,12454,40,N,200908,경기,8.기타,학생,,6,6,N,,,0,0,,,0,6390,6244
17056,1,N,1,21,6075,12,N,200306,전북,8.기타,학생,,6,6,N,,,0,0,,,0,2872,2722
13679,1,N,1,67,10793,12,N,200306,서울,1.주부,주부,,,,Y,1.주부,주부,0,0,,,,3953,8410
14317,1,N,1,46,22777,20,N,200306,인천,5.서비스,2차산업 종사자,,6,6,Y,5.서비스,3차산업 종사자,2,11,,,3987,5764,7700
14910,1,Y,2,60,5391,40,N,200104,경북,1.주부,주부,,6,6,Y,8.기타,3차산업 종사자,2,31,,,0,4364,4255
21906,1,N,1,28,13888,20,N,200408,경기,8.기타,학생,,0,0,N,,,0,0,,,0,2776,2719
1865,1,N,1,74,3470,11,N,200512,전북,7.1차산업,1차산업 종사자,,,,Y,5.서비스,3차산업 종사자,0,0,,,,1664,3011
17571,1,N,2,60,12916,20,N,200605,전북,8.기타,단순 노무직,,,,N,,,0,0,,,2344,6628,2344
4057,1,N,1,13,11542,12,N,200501,서울,8.기타,학생,,,,N,,,0,0,,,,4028,3976
18656,2,,1,53,13333,30,N,200306,경기,5.서비스,2차산업 종사자,2571400,,,Y,2.자영업,자영업,1,23,,,3854,6265,7455
3513,1,N,1,34,15205,30,N,200306,경기,3.사무직,사무직,,6,6,N,,,0,0,,,3711,4648,3711
5717,1,N,1,37,7042,11,N,200306,인천,3.사무직,사무직,,,,N,,,0,0,,,3580,3564,3580
2773,1,N,1,58,35833,20,N,200306,부산,6.제조업,2차산업 종사자,45600,,,Y,1.주부,주부,0,0,,,6448,10136,6448
5977,1,N,1,19,8817,12,N,200306,서울,8.기타,학생,,,,N,,,0,0,,,,3157,3208
2986,2,,2,52,31944,20,N,200306,서울,1.주부,주부,,,,Y,4.전문직,공무원,0,0,,,0,10029,5027
10657,1,N,1,60,0,,N,200411,경북,2.자영업,자영업,5886360,,,Y,1.주부,주부,3,11,,,3823,0,3823
1132,1,N,2,41,4450,30,N,200306,울산,1.주부,주부,6932200,8,8,N,,,0,0,,,0,0,0
17458,2,,1,23,10000,20,N,200504,인천,8.기타,학생,,,,N,,,0,0,,,0,5570,5570
12571,1,N,1,22,6090,40,N,200306,전남,8.기타,학생,,6,6,N,,,0,0,,,0,6467,6482
19328,2,,1,23,6666,30,N,200306,인천,8.기타,학생,,6,6,N,,,0,0,,,0,4914,4893
15059,1,N,2,27,27361,20,N,200308,경기,1.주부,주부,15982344,6,6,Y,3.사무직,사무직,0,0,,,0,6928,4311
14055,1,N,2,54,7083,20,N,200306,제주,2.자영업,자영업,,,,N,,,0,0,,,5604,5955,5604
10528,1,N,2,25,25000,20,N,200307,경기,8.기타,학생,,6,6,N,,,0,0,,,0,7991,7719
17587,1,N,1,21,6786,99,N,200608,충남,8.기타,학생,,,,N,,,0,0,,,0,0,0
12444,1,N,1,32,0,,N,200306,인천,3.사무직,사무직,,6,6,N,,,0,0,,,3238,0,3238
1733,1,Y,2,32,25555,20,N,200404,전북,8.기타,학생,,,,N,,,0,0,,,0,9214,9244
15430,1,N,1,53,0,,N,200812,,,,,,,N,,,0,0,,,4804,0,4804
6479,1,N,1,26,11527,20,N,200703,광주,8.기타,학생,,6,6,N,,,0,0,,,0,6976,6849
10567,1,N,2,68,17916,30,N,200401,경기,5.서비스,3차산업 종사자,,,,N,,,0,0,,,,4217,4398
19303,1,N,1,25,0,60,N,200306,경기,8.기타,학생,,6,6,N,,,0,0,,,0,0,0
2909,1,N,1,55,9920,12,N,200306,서울,3.사무직,사무직,,,,Y,2.자영업,자영업,2,27,,,4258,6098,8865
6596,1,N,2,35,12638,30,N,200907,부산,1.주부,주부,,9,9,Y,4.전문직,종교인/역술인,1,8,,,0,4226,2887
21768,1,N,1,34,10833,20,N,200305,전남,3.사무직,사무직,21753958,,,N,,,0,0,,,3632,0,3632
12317,1,Y,1,39,11297,12,N,200306,서울,2.자영업,자영업,128800,,,N,,,0,0,,,4357,4046,4357
10209,1,N,1,31,4843,12,N,200306,대전,8.기타,학생,,6,6,N,,,0,0,,,0,2315,2300
8222,1,N,1,60,10277,20,N,200003,경남,3.사무직,사무직,,8,8,Y,8.기타,단순 노무직,0,0,,,4747,5051,5173
15253,1,N,1,46,16805,20,N,200512,부산,3.사무직,사무직,,,,Y,1.주부,주부,2,14,,,4824,0,4824
12559,1,N,1,23,25555,20,N,200306,서울,8.기타,학생,,,,N,,,0,0,,,0,8952,8797
15002,1,N,1,35,22222,20,N,101,경남,,,,,,N,,,0,0,,,3774,5822,3774
20453,2,,2,68,9045,12,N,,,,,,,,,,,,,,,,3154,
14002,1,N,1,55,60000,12,N,200306,서울,6.제조업,운전직,3492120,,,Y,1.주부,주부,2,23,,,6014,10410,6014
21751,1,N,2,36,19604,20,N,200206,울산,1.주부,주부,,6,6,Y,6.제조업,2차산업 종사자,2,11,,,0,5279,4648
1929,1,N,2,33,8055,20,N,200701,경북,3.사무직,사무직,,6,6,Y,3.사무직,사무직,0,0,,,2808,3862,7343
17793,1,N,2,30,6629,11,N,200912,충남,1.주부,주부,,6,6,Y,6.제조업,2차산업 종사자,1,4,,,0,4784,3265
20392,1,N,1,75,23333,20,N,200306,울산,7.1차산업,1차산업 종사자,,,,N,,,0,0,,,,2325,2239
4095,1,N,1,15,15137,12,N,200506,서울,8.기타,학생,,,,N,,,0,0,,,,4891,4721
11751,1,N,1,56,5059,30,N,200306,인천,3.사무직,사무직,1800000,1,1,Y,1.주부,주부,2,27,,,4841,4278,4841
4487,1,N,2,7,6361,99,N,201206,경북,8.기타,학생,,,,N,,,0,0,,,,0,0
22351,1,N,1,27,11805,20,N,201204,강원,8.기타,학생,,7,7,N,,,0,0,,,0,6257,6257
16196,1,N,1,57,5048,99,N,200306,강원,6.제조업,2차산업 종사자,4760130,,,Y,,,1,14,,,4290,0,4290
9145,2,,2,81,12642,99,N,200306,부산,1.주부,주부,250400,,,N,,,0,0,,,,0,0
11170,1,N,1,3,4659,20,N,201501,경남,8.기타,학생,,,,N,,,0,0,,,,3960,3923
12825,1,Y,1,17,8293,11,N,200401,전북,8.기타,학생,,,,N,,,0,0,,,,3384,3342
1346,1,N,1,31,40972,20,N,200306,대구,3.사무직,사무직,,6,6,N,,,0,0,,,3415,10713,3415
3720,1,Y,1,19,14611,99,N,200306,경기,8.기타,학생,,,,N,,,0,0,,,,0,0
8832,1,N,1,22,26932,11,N,201005,경남,3.사무직,공무원,,6,6,N,,,0,0,,,2400,3761,2400
17710,1,N,2,9,14912,40,N,200808,서울,8.기타,학생,,6,6,N,,,0,0,,,,5174,5082
21467,1,N,2,32,5760,40,N,200306,전북,5.서비스,3차산업 종사자,,6,6,N,,,0,0,,,2789,4846,2789
16650,2,,2,44,40694,20,N,200306,전북,4.전문직,전문직,,7,7,Y,4.전문직,공무원,0,0,,,5161,10804,9783
12542,1,N,1,24,6250,30,N,200306,대전,8.기타,학생,,,,N,,,0,0,,,0,4592,4592
12582,1,N,2,22,4778,12,N,200306,경기,8.기타,학생,,,,N,,,0,0,,,0,3497,3477
21628,1,N,1,20,7730,99,N,200306,경남,8.기타,학생,,6,6,N,,,0,0,,,0,0,0
21497,2,,2,28,6273,40,N,200306,전남,8.기타,학생,,,,N,,,0,0,,,0,5548,5675
17094,1,N,2,19,15407,99,N,200306,서울,8.기타,학생,,6,6,N,,,0,0,,,,0,0
7698,1,Y,1,46,8888,20,N,200306,강원,3.사무직,사무직,504000,,,Y,1.주부,주부,2,15,,,5147,4199,5147
8056,1,N,1,28,16367,99,N,200306,인천,8.기타,학생,,6,6,N,,,0,0,,,0,0,0
12618,1,N,1,19,15555,20,N,200306,부산,8.기타,학생,,,,N,,,0,0,,,,4341,4185
17827,1,N,1,20,3867,11,N,201012,경남,8.기타,학생,,5,99,N,,,0,0,,,0,2653,2663
7288,1,N,1,58,26111,30,N,200306,서울,5.서비스,2차산업 종사자,,6,6,Y,5.서비스,2차산업 종사자,2,24,,,3381,8230,7683
6425,1,N,1,25,20000,20,N,200605,대구,8.기타,학생,,,,N,,,0,0,,,0,8534,7936
19571,1,N,2,18,9552,13,N,200307,서울,8.기타,학생,,,,N,,,0,0,,,,3023,2956
16023,1,N,1,62,18888,20,N,200306,울산,3.사무직,사무직,120000,,,N,,,0,0,,,,7119,7034
15307,1,N,1,13,0,,N,200609,부산,8.기타,학생,,,,N,,,0,0,,,,0,0
14858,1,N,1,19,12222,30,N,200306,전남,8.기타,학생,,6,6,N,,,0,0,,,,3820,3821
22026,1,N,1,70,12971,12,N,200601,경북,7.1차산업,1차산업 종사자,,,,Y,5.서비스,2차산업 종사자,1,35,,,,3769,5323
13120,1,N,2,10,13333,30,N,200706,서울,8.기타,학생,,6,6,N,,,0,0,,,,4671,4778
10839,1,N,1,16,16944,20,N,200701,서울,8.기타,학생,,,,N,,,0,0,,,,3890,4046
14790,1,N,2,24,22222,20,N,200306,전남,8.기타,학생,,,,N,,,0,0,,,0,6169,0
2185,1,N,1,26,51527,20,N,201303,서울,8.기타,학생,,6,6,N,,,0,0,,,0,10486,10486
12924,1,N,1,32,19722,20,N,200501,경기,5.서비스,예체능계 종사자,,6,6,N,,,0,0,,,3452,5667,3452
19461,1,N,1,52,23888,20,N,200109,대전,3.사무직,사무직,,,,Y,4.전문직,교육관련직,2,21,,,5668,9272,9999
13129,1,N,2,35,17543,13,N,200709,서울,1.주부,주부,,6,6,N,,,0,0,,,0,4658,3737
17316,2,,1,35,46944,20,N,200312,서울,3.사무직,사무직,,,,N,,,0,0,,,4042,9967,4042
1696,1,Y,1,66,4461,12,N,200312,대전,5.서비스,2차산업 종사자,46053923,,,Y,1.주부,주부,0,0,,,,3420,3651
17636,1,N,1,32,35555,20,Y,200702,부산,8.기타,학생,,,,N,,,0,0,,,0,9920,9759
17803,1,N,1,16,3532,12,N,201003,부산,8.기타,학생,,6,6,N,,,0,0,,,,3477,3515
1751,1,N,1,54,25694,20,N,200406,경기,,,,,,N,,,0,0,,,5404,0,5404
7209,1,N,1,60,11231,40,N,200306,경기,3.사무직,사무직,,,,Y,1.주부,주부,2,27,,,4511,5428,4511
2051,1,N,1,8,17083,30,N,200909,서울,8.기타,학생,,,,N,,,0,0,,,,4901,5068
19567,2,,1,31,12777,30,N,200307,부산,5.서비스,2차산업 종사자,15287210,6,6,N,,,0,0,,,3151,5804,3151
3651,1,N,2,24,31229,12,N,200306,서울,3.사무직,사무직,,6,6,N,,,0,0,,,2477,4684,2477
20345,1,N,1,16,11944,20,N,200306,경기,8.기타,학생,,,,N,,,0,0,,,,4272,4220
1472,1,N,1,20,6695,40,N,200306,전북,8.기타,학생,,6,6,N,,,0,0,,,0,3364,3304
21960,1,N,1,31,10042,11,N,200503,경기,8.기타,학생,23604356,,,N,,,0,0,,,0,5318,5348
5347,1,N,1,50,8333,20,N,200306,부산,2.자영업,자영업,,6,6,Y,1.주부,주부,1,23,,,5297,5535,5297
11380,1,N,1,83,9891,99,N,,,,,,,,,,,,,,,,0,
4378,1,N,2,26,8781,12,N,200909,대구,3.사무직,사무직,,,,N,,,0,0,,,2585,2489,2585
6268,1,N,2,61,14861,20,N,200407,경북,6.제조업,2차산업 종사자,,,,Y,3.사무직,사무직,0,0,,,,6747,6575
11142,1,N,1,12,11111,20,N,201306,인천,8.기타,학생,,6,6,N,,,0,0,,,,4760,4760
12367,2,,1,37,16944,20,N,200306,전북,5.서비스,3차산업 종사자,,10,8,N,,,0,0,,,3949,5795,3949
10419,1,N,1,46,28333,20,N,200001,경기,2.자영업,자영업,,6,6,Y,1.주부,주부,0,0,,,6098,6501,6098
21861,1,N,1,16,2495,13,N,200402,전남,8.기타,학생,,6,6,N,,,0,0,,,,2756,2731
17153,1,N,1,56,16805,20,N,200104,대구,6.제조업,2차산업 종사자,,,,Y,1.주부,주부,2,27,,,5222,7819,5222
17496,1,N,1,12,9411,40,N,200509,제주,8.기타,학생,,,,N,,,0,0,,,,4230,4019
17647,1,N,1,10,84206,20,N,200703,서울,8.기타,학생,,,,N,,,0,0,,,,11668,11551
22210,1,N,1,25,7916,20,N,200902,전북,8.기타,학생,,,,N,,,0,0,,,0,7048,7048
1827,1,N,2,17,13333,20,N,200505,전남,8.기타,학생,,,,N,,,0,0,,,,4995,4995
17909,1,N,1,15,7064,99,N,201304,전남,8.기타,학생,,6,6,N,,,0,0,,,,0,0
1657,2,,2,22,0,,N,200301,경기,8.기타,학생,,6,6,N,,,0,0,,,0,0,0
8528,1,N,1,52,22517,30,N,200503,서울,3.사무직,사무직,,10,10,Y,1.주부,주부,1,11,,,6329,9048,6329
18415,2,,1,59,16372,11,N,200303,충남,2.자영업,자영업,,,,Y,1.주부,주부,0,0,,,5138,6192,5138
8861,2,,2,31,55138,20,N,201101,서울,4.전문직,교육관련직,,6,6,N,,,0,0,,,2981,10096,2981
8182,1,N,1,19,4437,12,N,200306,경기,8.기타,학생,,,,N,,,0,0,,,,3581,3562
